date,hits,search_term
8/24/2014,38,Vitruvian Man
8/31/2014,32,Vitruvian Man
9/7/2014,35,Vitruvian Man
9/14/2014,38,Vitruvian Man
9/21/2014,38,Vitruvian Man
9/28/2014,34,Vitruvian Man
10/5/2014,37,Vitruvian Man
10/12/2014,34,Vitruvian Man
10/19/2014,32,Vitruvian Man
10/26/2014,30,Vitruvian Man
11/2/2014,37,Vitruvian Man
11/9/2014,38,Vitruvian Man
11/16/2014,30,Vitruvian Man
11/23/2014,30,Vitruvian Man
11/30/2014,31,Vitruvian Man
12/7/2014,32,Vitruvian Man
12/14/2014,27,Vitruvian Man
12/21/2014,21,Vitruvian Man
12/28/2014,22,Vitruvian Man
1/4/2015,100,Vitruvian Man
1/11/2015,29,Vitruvian Man
1/18/2015,30,Vitruvian Man
1/25/2015,27,Vitruvian Man
2/1/2015,30,Vitruvian Man
2/8/2015,54,Vitruvian Man
2/15/2015,41,Vitruvian Man
2/22/2015,33,Vitruvian Man
3/1/2015,38,Vitruvian Man
3/8/2015,36,Vitruvian Man
3/15/2015,37,Vitruvian Man
3/22/2015,42,Vitruvian Man
3/29/2015,28,Vitruvian Man
4/5/2015,34,Vitruvian Man
4/12/2015,40,Vitruvian Man
4/19/2015,40,Vitruvian Man
4/26/2015,34,Vitruvian Man
5/3/2015,35,Vitruvian Man
5/10/2015,34,Vitruvian Man
5/17/2015,39,Vitruvian Man
5/24/2015,36,Vitruvian Man
5/31/2015,35,Vitruvian Man
6/7/2015,32,Vitruvian Man
6/14/2015,40,Vitruvian Man
6/21/2015,31,Vitruvian Man
6/28/2015,25,Vitruvian Man
7/5/2015,30,Vitruvian Man
7/12/2015,30,Vitruvian Man
7/19/2015,23,Vitruvian Man
7/26/2015,24,Vitruvian Man
8/2/2015,25,Vitruvian Man
8/9/2015,26,Vitruvian Man
8/16/2015,36,Vitruvian Man
8/23/2015,34,Vitruvian Man
8/30/2015,34,Vitruvian Man
9/6/2015,34,Vitruvian Man
9/13/2015,30,Vitruvian Man
9/20/2015,44,Vitruvian Man
9/27/2015,34,Vitruvian Man
10/4/2015,31,Vitruvian Man
10/11/2015,35,Vitruvian Man
10/18/2015,39,Vitruvian Man
10/25/2015,31,Vitruvian Man
11/1/2015,34,Vitruvian Man
11/8/2015,31,Vitruvian Man
11/15/2015,34,Vitruvian Man
11/22/2015,35,Vitruvian Man
11/29/2015,29,Vitruvian Man
12/6/2015,29,Vitruvian Man
12/13/2015,28,Vitruvian Man
12/20/2015,19,Vitruvian Man
12/27/2015,21,Vitruvian Man
1/3/2016,24,Vitruvian Man
1/10/2016,28,Vitruvian Man
1/17/2016,29,Vitruvian Man
1/24/2016,28,Vitruvian Man
1/31/2016,33,Vitruvian Man
2/7/2016,26,Vitruvian Man
2/14/2016,26,Vitruvian Man
2/21/2016,27,Vitruvian Man
2/28/2016,26,Vitruvian Man
3/6/2016,30,Vitruvian Man
3/13/2016,29,Vitruvian Man
3/20/2016,26,Vitruvian Man
3/27/2016,38,Vitruvian Man
4/3/2016,35,Vitruvian Man
4/10/2016,34,Vitruvian Man
4/17/2016,32,Vitruvian Man
4/24/2016,33,Vitruvian Man
5/1/2016,30,Vitruvian Man
5/8/2016,36,Vitruvian Man
5/15/2016,31,Vitruvian Man
5/22/2016,32,Vitruvian Man
5/29/2016,38,Vitruvian Man
6/5/2016,31,Vitruvian Man
6/12/2016,30,Vitruvian Man
6/19/2016,37,Vitruvian Man
6/26/2016,25,Vitruvian Man
7/3/2016,22,Vitruvian Man
7/10/2016,26,Vitruvian Man
7/17/2016,21,Vitruvian Man
7/24/2016,24,Vitruvian Man
7/31/2016,20,Vitruvian Man
8/7/2016,23,Vitruvian Man
8/14/2016,25,Vitruvian Man
8/21/2016,31,Vitruvian Man
8/28/2016,28,Vitruvian Man
9/4/2016,30,Vitruvian Man
9/11/2016,34,Vitruvian Man
9/18/2016,36,Vitruvian Man
9/25/2016,31,Vitruvian Man
10/2/2016,36,Vitruvian Man
10/9/2016,33,Vitruvian Man
10/16/2016,31,Vitruvian Man
10/23/2016,27,Vitruvian Man
10/30/2016,28,Vitruvian Man
11/6/2016,30,Vitruvian Man
11/13/2016,27,Vitruvian Man
11/20/2016,27,Vitruvian Man
11/27/2016,27,Vitruvian Man
12/4/2016,28,Vitruvian Man
12/11/2016,28,Vitruvian Man
12/18/2016,20,Vitruvian Man
12/25/2016,19,Vitruvian Man
1/1/2017,21,Vitruvian Man
1/8/2017,30,Vitruvian Man
1/15/2017,30,Vitruvian Man
1/22/2017,30,Vitruvian Man
1/29/2017,32,Vitruvian Man
2/5/2017,27,Vitruvian Man
2/12/2017,26,Vitruvian Man
2/19/2017,32,Vitruvian Man
2/26/2017,31,Vitruvian Man
3/5/2017,37,Vitruvian Man
3/12/2017,30,Vitruvian Man
3/19/2017,28,Vitruvian Man
3/26/2017,30,Vitruvian Man
4/2/2017,26,Vitruvian Man
4/9/2017,32,Vitruvian Man
4/16/2017,33,Vitruvian Man
4/23/2017,32,Vitruvian Man
4/30/2017,38,Vitruvian Man
5/7/2017,37,Vitruvian Man
5/14/2017,32,Vitruvian Man
5/21/2017,29,Vitruvian Man
5/28/2017,24,Vitruvian Man
6/4/2017,27,Vitruvian Man
6/11/2017,27,Vitruvian Man
6/18/2017,26,Vitruvian Man
6/25/2017,59,Vitruvian Man
7/2/2017,25,Vitruvian Man
7/9/2017,28,Vitruvian Man
7/16/2017,24,Vitruvian Man
7/23/2017,24,Vitruvian Man
7/30/2017,37,Vitruvian Man
8/6/2017,24,Vitruvian Man
8/13/2017,25,Vitruvian Man
8/20/2017,28,Vitruvian Man
8/27/2017,29,Vitruvian Man
9/3/2017,31,Vitruvian Man
9/10/2017,35,Vitruvian Man
9/17/2017,32,Vitruvian Man
9/24/2017,32,Vitruvian Man
10/1/2017,33,Vitruvian Man
10/8/2017,31,Vitruvian Man
10/15/2017,34,Vitruvian Man
10/22/2017,33,Vitruvian Man
10/29/2017,29,Vitruvian Man
11/5/2017,30,Vitruvian Man
11/12/2017,43,Vitruvian Man
11/19/2017,34,Vitruvian Man
11/26/2017,32,Vitruvian Man
12/3/2017,31,Vitruvian Man
12/10/2017,28,Vitruvian Man
12/17/2017,24,Vitruvian Man
12/24/2017,22,Vitruvian Man
12/31/2017,25,Vitruvian Man
1/7/2018,28,Vitruvian Man
1/14/2018,25,Vitruvian Man
1/21/2018,31,Vitruvian Man
1/28/2018,30,Vitruvian Man
2/4/2018,26,Vitruvian Man
2/11/2018,28,Vitruvian Man
2/18/2018,29,Vitruvian Man
2/25/2018,44,Vitruvian Man
3/4/2018,46,Vitruvian Man
3/11/2018,34,Vitruvian Man
3/18/2018,30,Vitruvian Man
3/25/2018,31,Vitruvian Man
4/1/2018,28,Vitruvian Man
4/8/2018,29,Vitruvian Man
4/15/2018,30,Vitruvian Man
4/22/2018,29,Vitruvian Man
4/29/2018,28,Vitruvian Man
5/6/2018,29,Vitruvian Man
5/13/2018,33,Vitruvian Man
5/20/2018,32,Vitruvian Man
6/2/2013,1,Jake Paul
6/9/2013,1,Jake Paul
6/16/2013,1,Jake Paul
6/23/2013,1,Jake Paul
6/30/2013,0,Jake Paul
7/7/2013,1,Jake Paul
7/14/2013,1,Jake Paul
7/21/2013,1,Jake Paul
7/28/2013,1,Jake Paul
8/4/2013,1,Jake Paul
8/11/2013,1,Jake Paul
8/18/2013,1,Jake Paul
8/25/2013,1,Jake Paul
9/1/2013,1,Jake Paul
9/8/2013,1,Jake Paul
9/15/2013,1,Jake Paul
9/22/2013,1,Jake Paul
9/29/2013,1,Jake Paul
10/6/2013,1,Jake Paul
10/13/2013,1,Jake Paul
10/20/2013,1,Jake Paul
10/27/2013,1,Jake Paul
11/3/2013,1,Jake Paul
11/10/2013,1,Jake Paul
11/17/2013,1,Jake Paul
11/24/2013,1,Jake Paul
12/1/2013,1,Jake Paul
12/8/2013,1,Jake Paul
12/15/2013,1,Jake Paul
12/22/2013,1,Jake Paul
12/29/2013,1,Jake Paul
1/5/2014,1,Jake Paul
1/12/2014,1,Jake Paul
1/19/2014,1,Jake Paul
1/26/2014,1,Jake Paul
2/2/2014,1,Jake Paul
2/9/2014,1,Jake Paul
2/16/2014,1,Jake Paul
2/23/2014,1,Jake Paul
3/2/2014,1,Jake Paul
3/9/2014,1,Jake Paul
3/16/2014,1,Jake Paul
3/23/2014,1,Jake Paul
3/30/2014,1,Jake Paul
4/6/2014,1,Jake Paul
4/13/2014,1,Jake Paul
4/20/2014,1,Jake Paul
4/27/2014,1,Jake Paul
5/4/2014,1,Jake Paul
5/11/2014,1,Jake Paul
5/18/2014,1,Jake Paul
5/25/2014,1,Jake Paul
6/1/2014,1,Jake Paul
6/8/2014,1,Jake Paul
6/15/2014,1,Jake Paul
6/22/2014,1,Jake Paul
6/29/2014,1,Jake Paul
7/6/2014,1,Jake Paul
7/13/2014,1,Jake Paul
7/20/2014,1,Jake Paul
7/27/2014,1,Jake Paul
8/3/2014,1,Jake Paul
8/10/2014,1,Jake Paul
8/17/2014,1,Jake Paul
8/24/2014,1,Jake Paul
8/31/2014,1,Jake Paul
9/7/2014,1,Jake Paul
9/14/2014,1,Jake Paul
9/21/2014,1,Jake Paul
9/28/2014,1,Jake Paul
10/5/2014,1,Jake Paul
10/12/2014,1,Jake Paul
10/19/2014,1,Jake Paul
10/26/2014,1,Jake Paul
11/2/2014,1,Jake Paul
11/9/2014,1,Jake Paul
11/16/2014,1,Jake Paul
11/23/2014,1,Jake Paul
11/30/2014,1,Jake Paul
12/7/2014,1,Jake Paul
12/14/2014,1,Jake Paul
12/21/2014,1,Jake Paul
12/28/2014,1,Jake Paul
1/4/2015,1,Jake Paul
1/11/2015,1,Jake Paul
1/18/2015,1,Jake Paul
1/25/2015,1,Jake Paul
2/1/2015,1,Jake Paul
2/8/2015,1,Jake Paul
2/15/2015,1,Jake Paul
2/22/2015,1,Jake Paul
3/1/2015,1,Jake Paul
3/8/2015,1,Jake Paul
3/15/2015,1,Jake Paul
3/22/2015,1,Jake Paul
3/29/2015,1,Jake Paul
4/5/2015,1,Jake Paul
4/12/2015,1,Jake Paul
4/19/2015,1,Jake Paul
4/26/2015,1,Jake Paul
5/3/2015,1,Jake Paul
5/10/2015,1,Jake Paul
5/17/2015,1,Jake Paul
5/24/2015,1,Jake Paul
5/31/2015,1,Jake Paul
6/7/2015,1,Jake Paul
6/14/2015,1,Jake Paul
6/21/2015,1,Jake Paul
6/28/2015,1,Jake Paul
7/5/2015,1,Jake Paul
7/12/2015,1,Jake Paul
7/19/2015,1,Jake Paul
7/26/2015,1,Jake Paul
8/2/2015,1,Jake Paul
8/9/2015,1,Jake Paul
8/16/2015,1,Jake Paul
8/23/2015,1,Jake Paul
8/30/2015,1,Jake Paul
9/6/2015,1,Jake Paul
9/13/2015,1,Jake Paul
9/20/2015,1,Jake Paul
9/27/2015,1,Jake Paul
10/4/2015,1,Jake Paul
10/11/2015,1,Jake Paul
10/18/2015,1,Jake Paul
10/25/2015,1,Jake Paul
11/1/2015,1,Jake Paul
11/8/2015,1,Jake Paul
11/15/2015,1,Jake Paul
11/22/2015,1,Jake Paul
11/29/2015,1,Jake Paul
12/6/2015,1,Jake Paul
12/13/2015,1,Jake Paul
12/20/2015,1,Jake Paul
12/27/2015,1,Jake Paul
1/3/2016,1,Jake Paul
1/10/2016,1,Jake Paul
1/17/2016,1,Jake Paul
1/24/2016,1,Jake Paul
1/31/2016,1,Jake Paul
2/7/2016,1,Jake Paul
2/14/2016,1,Jake Paul
2/21/2016,1,Jake Paul
2/28/2016,1,Jake Paul
3/6/2016,1,Jake Paul
3/13/2016,1,Jake Paul
3/20/2016,1,Jake Paul
3/27/2016,1,Jake Paul
4/3/2016,1,Jake Paul
4/10/2016,1,Jake Paul
4/17/2016,1,Jake Paul
4/24/2016,1,Jake Paul
5/1/2016,1,Jake Paul
5/8/2016,1,Jake Paul
5/15/2016,1,Jake Paul
5/22/2016,1,Jake Paul
5/29/2016,1,Jake Paul
6/5/2016,1,Jake Paul
6/12/2016,1,Jake Paul
6/19/2016,1,Jake Paul
6/26/2016,1,Jake Paul
7/3/2016,1,Jake Paul
7/10/2016,1,Jake Paul
7/17/2016,1,Jake Paul
7/24/2016,1,Jake Paul
7/31/2016,1,Jake Paul
8/7/2016,1,Jake Paul
8/14/2016,1,Jake Paul
8/21/2016,1,Jake Paul
8/28/2016,1,Jake Paul
9/4/2016,1,Jake Paul
9/11/2016,1,Jake Paul
9/18/2016,1,Jake Paul
9/25/2016,1,Jake Paul
10/2/2016,1,Jake Paul
10/9/2016,1,Jake Paul
10/16/2016,1,Jake Paul
10/23/2016,2,Jake Paul
10/30/2016,1,Jake Paul
11/6/2016,1,Jake Paul
11/13/2016,1,Jake Paul
11/20/2016,2,Jake Paul
11/27/2016,2,Jake Paul
12/4/2016,2,Jake Paul
12/11/2016,2,Jake Paul
12/18/2016,3,Jake Paul
12/25/2016,3,Jake Paul
1/1/2017,4,Jake Paul
1/8/2017,4,Jake Paul
1/15/2017,4,Jake Paul
1/22/2017,3,Jake Paul
1/29/2017,3,Jake Paul
2/5/2017,4,Jake Paul
2/12/2017,4,Jake Paul
2/19/2017,10,Jake Paul
2/26/2017,6,Jake Paul
3/5/2017,5,Jake Paul
3/12/2017,6,Jake Paul
3/19/2017,6,Jake Paul
3/26/2017,8,Jake Paul
4/2/2017,12,Jake Paul
4/9/2017,15,Jake Paul
4/16/2017,15,Jake Paul
4/23/2017,13,Jake Paul
4/30/2017,16,Jake Paul
5/7/2017,15,Jake Paul
5/14/2017,15,Jake Paul
5/21/2017,17,Jake Paul
5/28/2017,26,Jake Paul
6/4/2017,47,Jake Paul
6/11/2017,44,Jake Paul
6/18/2017,49,Jake Paul
6/25/2017,48,Jake Paul
7/2/2017,41,Jake Paul
7/9/2017,47,Jake Paul
7/16/2017,70,Jake Paul
7/23/2017,100,Jake Paul
7/30/2017,61,Jake Paul
8/6/2017,86,Jake Paul
8/13/2017,86,Jake Paul
8/20/2017,79,Jake Paul
8/27/2017,54,Jake Paul
9/3/2017,43,Jake Paul
9/10/2017,38,Jake Paul
9/17/2017,36,Jake Paul
9/24/2017,32,Jake Paul
10/1/2017,34,Jake Paul
10/8/2017,34,Jake Paul
10/15/2017,33,Jake Paul
10/22/2017,39,Jake Paul
10/29/2017,29,Jake Paul
11/5/2017,30,Jake Paul
11/12/2017,39,Jake Paul
11/19/2017,38,Jake Paul
11/26/2017,34,Jake Paul
12/3/2017,34,Jake Paul
12/10/2017,31,Jake Paul
12/17/2017,33,Jake Paul
12/24/2017,30,Jake Paul
12/31/2017,64,Jake Paul
1/7/2018,38,Jake Paul
1/14/2018,29,Jake Paul
1/21/2018,20,Jake Paul
1/28/2018,19,Jake Paul
2/4/2018,25,Jake Paul
2/11/2018,19,Jake Paul
2/18/2018,19,Jake Paul
2/25/2018,18,Jake Paul
3/4/2018,14,Jake Paul
3/11/2018,16,Jake Paul
3/18/2018,17,Jake Paul
3/25/2018,18,Jake Paul
4/1/2018,20,Jake Paul
4/8/2018,17,Jake Paul
4/15/2018,15,Jake Paul
4/22/2018,16,Jake Paul
4/29/2018,14,Jake Paul
5/6/2018,13,Jake Paul
5/13/2018,15,Jake Paul
5/20/2018,14,Jake Paul
1/1/2013,97.44951933,Example
1/8/2013,97.82882017,Example
1/15/2013,98.17822848,Example
1/22/2013,98.49752589,Example
1/29/2013,98.78651285,Example
2/5/2013,99.04500876,Example
2/12/2013,99.27285205,Example
2/19/2013,99.46990034,Example
2/26/2013,99.63603048,Example
3/5/2013,99.77113864,Example
3/12/2013,99.87514038,Example
3/19/2013,99.94797071,Example
3/26/2013,99.9895841,Example
4/2/2013,99.99995456,Example
4/9/2013,99.9790756,Example
4/16/2013,99.92696027,Example
4/23/2013,99.84364114,Example
4/30/2013,99.72917028,Example
5/7/2013,99.58361923,Example
5/14/2013,99.40707896,Example
5/21/2013,99.1996598,Example
5/28/2013,98.96149137,Example
6/4/2013,98.69272254,Example
6/11/2013,98.39352126,Example
6/18/2013,98.06407453,Example
6/25/2013,97.70458824,Example
7/2/2013,97.31528706,Example
7/9/2013,96.8964143,Example
7/16/2013,96.44823172,Example
7/23/2013,95.97101944,Example
7/30/2013,95.46507569,Example
8/6/2013,94.93071668,Example
8/13/2013,94.36827635,Example
8/20/2013,93.77810622,Example
8/27/2013,93.16057512,Example
9/3/2013,92.516069,Example
9/10/2013,91.84499064,Example
9/17/2013,91.14775944,Example
9/24/2013,90.42481116,Example
10/1/2013,89.67659762,Example
10/8/2013,88.90358642,Example
10/15/2013,88.10626066,Example
10/22/2013,87.28511866,Example
10/29/2013,86.4406736,Example
11/5/2013,85.57345323,Example
11/12/2013,84.68399954,Example
11/19/2013,83.77286839,Example
11/26/2013,82.84062923,Example
12/3/2013,81.88786467,Example
12/10/2013,80.91517016,Example
12/17/2013,79.9231536,Example
12/24/2013,78.91243496,Example
12/31/2013,77.88364592,Example
1/7/2014,76.83742943,Example
1/14/2014,75.77443935,Example
1/21/2014,74.69534,Example
1/28/2014,73.6008058,Example
2/4/2014,72.49152079,Example
2/11/2014,71.36817823,Example
2/18/2014,70.23148018,Example
2/25/2014,69.08213704,Example
3/4/2014,67.92086711,Example
3/11/2014,66.74839615,Example
3/18/2014,65.56545691,Example
3/25/2014,64.37278869,Example
4/1/2014,63.17113687,Example
4/8/2014,61.96125244,Example
4/15/2014,60.74389155,Example
4/22/2014,59.51981499,Example
4/29/2014,58.28978779,Example
5/6/2014,57.05457866,Example
5/13/2014,55.81495958,Example
5/20/2014,54.57170526,Example
5/27/2014,53.3255927,Example
6/3/2014,52.07740067,Example
6/10/2014,50.82790927,Example
6/17/2014,49.57789937,Example
6/24/2014,48.32815219,Example
7/1/2014,47.07944879,Example
7/8/2014,45.83256957,Example
7/15/2014,44.58829378,Example
7/22/2014,43.34739905,Example
7/29/2014,42.11066091,Example
8/5/2014,40.87885227,Example
8/12/2014,39.65274298,Example
8/19/2014,38.43309931,Example
8/26/2014,37.2206835,Example
9/2/2014,36.01625327,Example
9/9/2014,34.82056136,Example
9/16/2014,33.63435502,Example
9/23/2014,32.4583756,Example
9/30/2014,31.29335806,Example
10/7/2014,30.14003048,Example
10/14/2014,28.99911366,Example
10/21/2014,27.87132063,Example
10/28/2014,26.75735624,Example
11/4/2014,25.65791666,Example
11/11/2014,24.57368902,Example
11/18/2014,23.50535092,Example
11/25/2014,22.45357004,Example
12/2/2014,21.41900371,Example
12/9/2014,20.40229849,Example
12/16/2014,19.40408979,Example
12/23/2014,18.42500147,Example
12/30/2014,17.46564543,Example
1/6/2015,16.52662121,Example
1/13/2015,15.6085157,Example
1/20/2015,14.71190267,Example
1/27/2015,13.83734247,Example
2/3/2015,12.98538169,Example
2/10/2015,12.15655276,Example
2/17/2015,11.35137367,Example
2/24/2015,10.57034765,Example
3/3/2015,9.813962797,Example
3/10/2015,9.082691837,Example
3/17/2015,8.376991787,Example
3/24/2015,7.697303686,Example
3/31/2015,7.044052319,Example
4/7/2015,6.417645946,Example
4/14/2015,5.81847605,Example
4/21/2015,5.246917093,Example
4/28/2015,4.703326281,Example
5/5/2015,4.18804334,Example
5/12/2015,3.701390305,Example
5/19/2015,3.24367132,Example
5/26/2015,2.815172442,Example
6/2/2015,2.416161471,Example
6/9/2015,2.046887774,Example
6/16/2015,1.707582137,Example
6/23/2015,1.398456613,Example
6/30/2015,1.119704397,Example
7/7/2015,0.871499699,Example
7/14/2015,0.65399764,Example
7/21/2015,0.46733415,Example
7/28/2015,0.311625889,Example
8/4/2015,0.186970169,Example
8/11/2015,0.093444896,Example
8/18/2015,0.03110852,Example
8/25/2015,0,Example
9/1/2015,0.000138777,Example
9/8/2015,0.031524764,Example
9/15/2015,0.094138347,Example
9/22/2015,0.187940393,Example
9/29/2015,0.31287228,Example
10/6/2015,0.468855929,Example
10/13/2015,0.655793855,Example
10/20/2015,0.873569229,Example
10/27/2015,1.122045948,Example
11/3/2015,1.401068722,Example
11/10/2015,1.71046317,Example
11/17/2015,2.050035932,Example
11/24/2015,2.419574786,Example
12/1/2015,2.818848781,Example
12/8/2015,3.247608385,Example
12/15/2015,3.705585636,Example
12/22/2015,4.192494314,Example
12/29/2015,4.708030117,Example
1/5/2016,5.251870852,Example
1/12/2016,5.823676635,Example
1/19/2016,6.423090107,Example
1/26/2016,7.049736654,Example
2/2/2016,7.703224643,Example
2/9/2016,8.383145664,Example
2/16/2016,9.089074789,Example
2/23/2016,9.820570835,Example
3/1/2016,10.57717664,Example
3/8/2016,11.35841935,Example
3/15/2016,12.16381072,Example
3/22/2016,12.9928474,Example
3/29/2016,13.84501127,Example
4/5/2016,14.71976975,Example
4/12/2016,15.61657616,Example
4/19/2016,16.53487001,Example
4/26/2016,17.4740774,Example
5/3/2016,18.43361136,Example
5/10/2016,19.41287221,Example
5/17/2016,20.41124795,Example
5/24/2016,21.42811461,Example
5/31/2016,22.4628367,Example
6/7/2016,23.51476755,Example
6/14/2016,24.58324972,Example
6/21/2016,25.66761547,Example
6/28/2016,26.76718708,Example
7/5/2016,27.88127738,Example
7/12/2016,29.00919008,Example
7/19/2016,30.15022028,Example
7/26/2016,31.30365486,Example
8/2/2016,32.46877298,Example
8/9/2016,33.64484647,Example
8/16/2016,34.83114033,Example
8/23/2016,36.02691315,Example
8/30/2016,37.23141762,Example
9/6/2016,38.44390097,Example
9/13/2016,39.66360542,Example
9/20/2016,40.88976872,Example
9/27/2016,42.12162453,Example
10/4/2016,43.35840299,Example
10/11/2016,44.59933117,Example
10/18/2016,45.84363351,Example
10/25/2016,47.09053237,Example
11/1/2016,48.33924847,Example
11/8/2016,49.58900142,Example
11/15/2016,50.83901015,Example
11/22/2016,52.08849345,Example
11/29/2016,53.33667044,Example
12/6/2016,54.58276104,Example
12/13/2016,55.82598649,Example
12/20/2016,57.06556981,Example
12/27/2016,58.30073631,Example
1/3/2017,59.53071404,Example
1/10/2017,60.75473431,Example
1/17/2017,61.97203214,Example
1/24/2017,63.18184677,Example
1/31/2017,64.3834221,Example
2/7/2017,65.57600719,Example
2/14/2017,66.7588567,Example
2/21/2017,67.93123139,Example
2/28/2017,69.09239858,Example
3/7/2017,70.24163256,Example
3/14/2017,71.3782151,Example
3/21/2017,72.50143588,Example
3/28/2017,73.61059292,Example
4/4/2017,74.70499304,Example
4/11/2017,75.78395226,Example
4/18/2017,76.84679628,Example
4/25/2017,77.89286084,Example
5/2/2017,78.9214922,Example
5/9/2017,79.9320475,Example
5/16/2017,80.92389516,Example
5/23/2017,81.89641533,Example
5/30/2017,82.84900019,Example
6/6/2017,83.78105442,Example
6/13/2017,84.69199552,Example
6/20/2017,85.58125418,Example
6/27/2017,86.44827463,Example
7/4/2017,87.29251503,Example
7/11/2017,88.11344774,Example
7/18/2017,88.91055971,Example
7/25/2017,89.68335278,Example
8/1/2017,90.43134396,Example
8/8/2017,91.1540658,Example
8/15/2017,91.85106661,Example
8/22/2017,92.52191078,Example
8/29/2017,93.16617908,Example
9/5/2017,93.78346884,Example
9/12/2017,94.37339428,Example
9/19/2017,94.93558673,Example
9/26/2017,95.46969481,Example
10/3/2017,95.97538475,Example
10/10/2017,96.45234048,Example
10/17/2017,96.90026395,Example
10/24/2017,97.3188752,Example
10/31/2017,97.70791261,Example
11/7/2017,98.06713306,Example
11/14/2017,98.39631204,Example
11/21/2017,98.69524383,Example
11/28/2017,98.9637416,Example
12/5/2017,99.20163755,Example
12/12/2017,99.408783,Example
12/19/2017,99.58504849,Example
12/26/2017,99.73032387,Example
1/2/2018,99.84451834,Example
1/9/2018,99.92756054,Example
1/16/2018,99.97939855,Example
1/23/2018,100,Example
1/30/2018,99.989352,Example
2/6/2018,99.9474612,Example
2/13/2018,99.87435379,Example
2/20/2018,99.77007546,Example
2/27/2018,99.63469138,Example
3/6/2018,99.46828616,Example
3/13/2018,99.27096379,Example
3/20/2018,99.0428476,Example
3/27/2018,98.78408014,Example
4/3/2018,98.49482316,Example
4/10/2018,98.17525741,Example
4/17/2018,97.82558261,Example
4/24/2018,97.44601731,Example
5/1/2018,97.03679872,Example
5/8/2018,96.59818259,Example
5/15/2018,96.13044303,Example
5/22/2018,95.63387237,Example
5/29/2018,95.10878095,Example
